#
0	877.99
1	875.94
2	863.95
3	870.05
4	865.42
5	862.66
6	862.66
7	861.73
8	861.73
9	861.73
10	861.26
11	861.26
12	861.26
13	861.26
14	861.26
15	861.26
16	861.11
17	861.11
18	861.11
19	861.11
20	861.11
21	861.11
22	861.11
23	861.11
24	861.11
25	861.11
26	861.11
27	861.11
28	861.11
29	861.11
30	861.11
31	861.11
32	861.11
33	861.06
34	861.06
35	861.06
36	861.06
37	860.97
38	861.06
39	861.06
40	861.06
41	860.97
42	860.97
43	860.97
44	860.97
45	860.82
46	860.82
47	860.4
48	860.26
49	860.26
50	860.26
51	859.09
52	859.09
53	859.09
54	859.09
55	859.09
56	859.09
57	859.09
58	859.09
59	859.09
60	859.09
61	859.09
62	859.09
63	859.09
64	859.09
65	859.09
66	859.09
67	859.09
68	859.09
69	859.09
70	859.09
71	859.09
72	859.09
73	859.09
74	859.09
75	859.09
76	859.09
77	859.09
78	859.09
79	859.09
80	859.09
81	859.09
82	859.09
83	859.09
84	859.09
85	859.09
86	859.09
87	859.09
88	859.09
89	859.09
90	859.09
91	859.09
92	859.09
93	859.09
94	859.09
95	859.09
96	859.09
97	859.09
98	859.09
99	859.09
100	859.09
101	859.09
102	859.09
103	859.09
104	859.09
105	859.09
106	859.09
107	859.09
108	859.09
109	859.09
110	859.09
111	859.09
112	859.09
113	859.09
114	859.09
115	859.09
116	859.09
117	859.09
118	859.09
119	859.09
120	859.09
121	859.09
122	859.09
123	859.09
124	859.09
125	859.09
126	859.09
127	859.09
128	859.09
129	859.09
130	859.09
131	859.09
132	859.09
133	859.09
134	859.09
135	859.09
136	859.09
137	859.09
138	859.09
139	859.09
140	859.09
141	859.09
142	859.09
143	859.09
144	859.09
145	859.09
146	859.09
147	859.09
148	859.09
149	859.09
150	859.09
151	859.09
152	859.09
153	859.09
154	859.09
155	859.09
156	859.09
157	859.09
158	859.09
159	859.09
160	859.09
161	859.09
162	859.09
163	859.09
164	859.09
165	859.09
166	859.09
167	859.09
168	859.09
169	859.09
170	859.09
171	859.09
172	859.09
173	859.09
174	859.09
175	859.09
176	859.09
177	859.09
178	859.09
179	859.09
180	859.09
181	859.09
182	859.09
183	859.09
184	859.09
185	859.09
186	859.09
187	859.09
188	859.09
189	859.09
190	859.09
191	859.09
192	859.09
193	859.09
194	859.09
195	859.09
196	859.09
197	859.09
198	859.09
199	859.09
200	859.09
201	859.09
202	859.09
203	859.09
204	859.09
205	859.09
206	859.09
207	859.09
208	859.09
209	859.09
210	859.09
211	859.09
212	859.09
213	859.09
214	859.09
215	859.09
216	859.09
217	859.09
218	859.09
219	859.09
220	859.09
221	859.09
222	859.09
223	859.09
224	859.09
225	859.09
226	859.09
227	859.09
228	859.09
229	859.09
230	859.09
231	859.09
232	859.09
233	859.09
234	859.09
235	859.09
236	859.09
237	859.09
238	859.09
239	859.09
240	859.09
241	859.09
242	859.09
243	859.09
244	859.09
245	859.09
246	859.09
247	859.09
248	859.09
249	859.09
250	859.09
251	859.09
252	859.09
253	859.09
254	859.09
255	859.09
256	859.09
257	859.09
258	859.09
259	859.09
260	859.09
261	859.09
262	859.09
263	859.09
264	859.09
265	859.09
266	859.09
267	859.09
268	859.09
269	859.09
270	859.09
271	859.09
272	859.09
273	859.09
274	859.09
275	859.09
276	859.09
277	859.09
278	859.09
279	859.09
280	859.09
281	859.09
282	859.09
283	859.09
284	859.09
285	859.09
286	859.09
287	859.09
288	859.09
289	859.09
290	859.09
291	859.09
292	859.09
293	859.09
294	859.09
295	859.09
296	859.09
297	859.09
298	859.09
299	859.09
300	859.09
301	859.09
302	859.09
303	859.09
304	859.09
305	859.09
306	859.09
307	859.09
308	859.09
309	859.09
310	859.09
311	859.09
312	859.09
313	859.09
314	859.09
315	859.09
316	859.09
317	859.09
318	859.09
319	859.09
320	859.09
321	859.09
322	859.09
323	859.09
324	859.09
325	859.09
326	859.09
327	859.09
328	859.09
329	859.09
330	859.09
331	859.09
332	859.09
333	859.09
334	859.09
335	859.09
336	859.09
337	859.09
338	859.09
339	859.09
340	859.09
341	859.09
342	859.09
343	859.09
344	859.09
345	859.09
346	859.09
347	859.09
348	859.09
349	859.09
350	859.09
351	859.09
352	859.09
353	859.09
354	859.09
355	859.09
356	859.09
357	859.09
358	859.09
359	859.09
360	859.09
361	859.09
362	859.09
363	859.09
364	859.09
365	859.09
366	859.09
367	859.09
368	859.09
369	859.09
370	859.09
371	859.09
372	859.09
373	859.09
374	859.09
375	859.09
376	859.09
377	859.09
378	859.09
379	859.09
380	859.09
381	859.09
382	859.09
383	859.09
384	859.09
385	859.09
386	859.09
387	859.09
388	859.09
389	859.09
390	859.09
391	859.09
392	859.09
393	859.09
394	859.09
395	859.09
396	859.09
397	859.09
398	859.09
399	859.09
400	859.09
401	859.09
402	859.09
403	859.09
404	859.09
405	859.09
406	859.09
407	859.09
408	859.09
409	859.09
410	859.09
411	859.09
412	859.09
413	859.09
414	859.09
415	859.09
416	859.09
417	859.09
418	859.09
419	859.09
420	859.09
421	859.09
422	859.09
423	859.09
424	859.09
425	859.09
426	859.09
427	859.09
428	859.09
429	859.09
430	859.09
431	859.09
432	859.09
433	859.09
434	859.09
435	859.09
436	859.09
437	859.09
438	859.09
439	859.09
440	859.09
441	859.09
442	859.09
443	859.09
444	859.09
445	859.09
446	859.09
447	859.09
448	859.09
449	859.09
450	859.09
451	859.09
452	859.09
453	859.09
454	859.09
455	859.09
456	859.09
457	859.09
458	859.09
459	859.09
460	859.09
461	859.09
462	859.09
463	859.09
464	859.09
465	859.09
466	859.09
467	859.09
468	859.09
469	859.09
470	859.09
471	859.09
472	859.09
473	859.09
474	859.09
475	859.09
476	859.09
477	859.09
478	859.09
479	859.09
480	859.09
481	859.09
482	859.09
483	859.09
484	859.09
485	859.09
486	859.09
487	859.09
488	859.09
489	859.09
490	859.09
491	859.09
492	859.09
493	859.09
494	859.09
495	859.09
496	859.09
497	859.09
498	859.09
499	859.09
